Month,Rate,Zone
1.0,6.49914253333333,38.0
1.0,8.07502820618557,42.0
1.0,8.646191862660942,43.0
1.0,7.792134920741991,48.0
2.0,7.940594447058821,3.0
2.0,9.12484778519594,8.0
2.0,8.32839140401146,9.0
2.0,4.32704564444444,10.0
2.0,7.1446172085889605,13.0
2.0,7.00862462968516,15.0
2.0,5.76537031048951,18.0
2.0,6.80305356862745,22.0
2.0,5.91658145656192,25.0
2.0,7.49743670454545,30.0
2.0,6.69623325,32.0
2.0,6.117468931698769,38.0
2.0,8.95900386865672,42.0
2.0,9.785734184480232,43.0
2.0,8.0976434147813,48.0
3.0,6.7465858457300305,3.0
3.0,10.777054519148901,8.0
3.0,8.39618146611342,9.0
3.0,5.66579856989247,10.0
3.0,6.855896018072291,13.0
3.0,6.86494565975104,15.0
3.0,6.15311272086721,18.0
3.0,7.11065055978261,22.0
3.0,6.32288477929985,25.0
3.0,8.64392943209877,30.0
3.0,6.772740228228231,32.0
3.0,5.899622324888231,38.0
3.0,8.588537665260201,42.0
3.0,8.657645803921572,43.0
3.0,7.4594380000000005,48.0
4.0,8.055845544787081,3.0
4.0,10.6555976565657,8.0
4.0,9.40107221052632,9.0
4.0,5.51091220430107,10.0
4.0,7.73263652173913,13.0
4.0,7.6239871092198594,15.0
4.0,6.18734554768392,18.0
4.0,7.6322202262069,22.0
4.0,5.93827309918699,25.0
4.0,8.30198918963165,30.0
4.0,7.24049308333333,32.0
4.0,6.89371910378913,38.0
4.0,9.46476370391061,42.0
4.0,10.5472351365639,43.0
4.0,8.410738977711741,48.0
5.0,7.481704979104481,3.0
5.0,9.876064294027561,8.0
5.0,8.28158682242991,9.0
5.0,4.237147854545451,10.0
5.0,6.608488161120841,13.0
5.0,6.64233215141956,15.0
5.0,5.19801262767475,18.0
5.0,6.23697827656477,22.0
5.0,3.75799517730496,25.0
5.0,7.61955313544669,30.0
5.0,6.43055,32.0
5.0,5.87646246594982,38.0
5.0,8.2318776,42.0
5.0,8.42163881481481,43.0
5.0,7.3879636672213,48.0
6.0,8.0865074519774,3.0
6.0,10.9018920104987,8.0
6.0,9.24602852,9.0
6.0,4.659728650537629,10.0
6.0,7.08770520930233,13.0
6.0,7.00057848584203,15.0
6.0,5.2358494710743795,18.0
6.0,6.82477067391304,22.0
6.0,5.704333,25.0
6.0,8.05433151753156,30.0
6.0,6.68951883870968,32.0
6.0,5.91693042948718,38.0
6.0,9.085344107954551,42.0
6.0,8.9197356384505,43.0
6.0,8.054539756630259,48.0
7.0,10.423178504992899,3.0
7.0,13.620622472103,8.0
7.0,12.4621136022727,9.0
7.0,6.92570235,10.0
7.0,9.3288977412481,13.0
7.0,8.696623930835731,15.0
7.0,7.21885764838256,18.0
7.0,9.20664766477273,22.0
7.0,8.01612496260163,25.0
7.0,9.64419701265823,30.0
7.0,8.68448639762611,32.0
7.0,8.058370978102191,38.0
7.0,11.912366164305901,42.0
7.0,12.3474059183673,43.0
7.0,10.2650773671642,48.0
8.0,8.76731572919605,3.0
8.0,11.988507656675699,8.0
8.0,10.522785473381301,9.0
8.0,6.13045766666667,10.0
8.0,8.40284436858006,13.0
8.0,8.847083,15.0
8.0,6.9008680502092,18.0
8.0,8.24434849322493,22.0
8.0,7.53427365341812,25.0
8.0,8.6553201980198,30.0
8.0,7.9037305454545494,32.0
8.0,7.19108084848485,38.0
8.0,10.1384494786207,42.0
8.0,10.819965648382599,43.0
8.0,9.036967144508669,48.0
9.0,10.1940730996979,3.0
9.0,14.281382556756801,8.0
9.0,12.2776452195122,9.0
9.0,9.730911611650491,10.0
9.0,10.981674060773498,13.0
9.0,10.8339125621622,15.0
9.0,9.23225916981132,18.0
9.0,10.9174144032258,22.0
9.0,9.63825964705882,25.0
9.0,10.9658163924731,30.0
9.0,9.92163027753934,32.0
9.0,9.231880306010929,38.0
9.0,11.8343466224066,42.0
9.0,14.1228672239748,43.0
9.0,10.7875917675841,48.0
10.0,11.6168815585997,3.0
10.0,12.7809370166415,8.0
10.0,11.3823618654709,9.0
10.0,7.75646816666667,10.0
10.0,9.29297924885496,13.0
10.0,9.50326822891566,15.0
10.0,8.29194393413174,18.0
10.0,8.95492576058932,22.0
10.0,9.02504907086614,25.0
10.0,10.399173091454301,30.0
10.0,9.518384965098631,32.0
10.0,8.26498953293413,38.0
10.0,10.6950604119403,42.0
10.0,12.384494604068902,43.0
10.0,9.64123175,48.0
11.0,7.67667332137519,3.0
11.0,10.027852940828401,8.0
11.0,8.8124554566474,9.0
11.0,6.552937887096769,10.0
11.0,8.259459181102361,13.0
11.0,8.30510424343015,15.0
11.0,6.7172490095498,18.0
11.0,8.57038455214724,20.0
11.0,7.978456399452799,22.0
11.0,7.9420354666666695,25.0
11.0,8.906969718963161,30.0
11.0,7.745326307228921,32.0
11.0,6.90010700455235,38.0
11.0,8.362705953488371,42.0
11.0,9.796868151162789,43.0
11.0,7.81969813062409,48.0
12.0,8.714518044444441,3.0
12.0,9.61705919191919,8.0
12.0,8.677546781609191,9.0
12.0,6.17701312893983,10.0
12.0,8.133798313178291,13.0
12.0,8.24982466957787,15.0
12.0,7.13078548667602,18.0
12.0,8.855263545023698,20.0
12.0,7.812892140646981,22.0
12.0,7.96151555769231,25.0
12.0,8.81945403943662,30.0
12.0,7.77312336585366,32.0
12.0,6.986088639053251,38.0
12.0,9.2325955739645,42.0
12.0,10.3109276,43.0
12.0,8.3939866991404,48.0
1.0,7.812068753709201,3.0
1.0,8.95451820028209,8.0
1.0,7.73945182278481,9.0
1.0,5.94583865053763,10.0
1.0,6.90293019971056,13.0
1.0,7.22967228089888,15.0
1.0,6.4962534456521706,18.0
1.0,8.40752940819423,20.0
1.0,7.391267142076499,22.0
1.0,7.21930986708861,25.0
1.0,8.46794502185792,30.0
1.0,10.803324,32.0
1.0,6.794100851063829,38.0
1.0,9.18701609550562,42.0
1.0,9.71791155493741,43.0
1.0,7.98946072139973,48.0
2.0,7.490274555555559,3.0
2.0,9.42007358415842,8.0
2.0,7.79784915351506,9.0
2.0,5.93325413333333,10.0
2.0,6.012428964936889,13.0
2.0,7.18040477777778,15.0
2.0,6.47467594979079,18.0
2.0,7.60659670364501,20.0
2.0,7.235878054054049,22.0
2.0,7.01557320731707,25.0
2.0,8.38408734693878,30.0
2.0,6.19546283086053,38.0
2.0,8.311742537010161,42.0
2.0,8.86821167052023,43.0
2.0,7.2904064,48.0
3.0,6.09355662025316,3.0
3.0,8.16652640338505,8.0
3.0,6.42298464705882,9.0
3.0,3.65849893010753,10.0
3.0,4.81834434972678,13.0
3.0,6.49475059706362,15.0
3.0,5.39014459701493,18.0
3.0,6.11318616546763,20.0
3.0,5.6303037777777805,22.0
3.0,5.420251152941179,25.0
3.0,6.682784315789469,30.0
3.0,5.91700537762238,36.0
3.0,4.8999203209876505,38.0
3.0,6.04532461102362,42.0
3.0,6.4644243878437,43.0
3.0,5.458361473118281,48.0
4.0,6.973177825242719,3.0
4.0,9.305032240766069,8.0
4.0,8.27304702163062,9.0
4.0,4.57260506989247,10.0
4.0,5.6779898982118295,13.0
4.0,6.410017039187231,15.0
4.0,5.827588307692309,18.0
4.0,7.38899379029734,20.0
4.0,6.6369541217862,22.0
4.0,5.529024349514559,25.0
4.0,7.9338532161383295,30.0
4.0,6.63457985819793,36.0
4.0,5.40251940666667,38.0
4.0,7.70935255681818,42.0
4.0,7.89719241654779,43.0
4.0,6.4469500604026795,48.0
5.0,9.05406242245199,3.0
5.0,12.2334183265306,8.0
5.0,11.142269534407001,9.0
5.0,6.60703287222222,10.0
5.0,6.53832038540146,13.0
5.0,8.69365883573487,15.0
5.0,7.56514072931276,18.0
5.0,9.452908500000001,20.0
5.0,8.48295975521558,22.0
5.0,7.123457472312701,25.0
5.0,9.239704067605631,30.0
5.0,9.622617,36.0
5.0,7.14587213333333,38.0
5.0,11.202943494860499,42.0
5.0,11.8129299910045,43.0
5.0,11.235137098445598,48.0
6.0,7.82031662686567,3.0
6.0,11.2379650526316,9.0
6.0,6.526662521505379,10.0
6.0,6.38951173219373,13.0
6.0,9.15262305705706,15.0
6.0,7.168619657142861,18.0
6.0,9.54871057142857,20.0
6.0,8.85272383333333,22.0
6.0,6.97217366003063,25.0
6.0,8.98996082907133,30.0
6.0,8.26521463058187,36.0
6.0,7.27436363414634,38.0
6.0,10.736991679083099,42.0
6.0,12.005178020202,43.0
6.0,9.58117438998211,48.0
7.0,6.16351348807631,3.0
7.0,8.20643261811723,9.0
7.0,4.33204718333333,10.0
7.0,4.766574053097349,13.0
7.0,6.69121309698997,15.0
7.0,5.5851814212034405,18.0
7.0,7.15853679245283,20.0
7.0,5.9692869198312195,22.0
7.0,5.69247642537313,25.0
7.0,7.31862303649635,30.0
7.0,6.53642108405797,36.0
7.0,5.63667139205527,38.0
7.0,8.04153287283237,42.0
7.0,8.193311262368821,43.0
7.0,6.80542875078864,48.0
8.0,7.54282960730594,3.0
8.0,11.3192009916435,9.0
8.0,6.55985245698925,10.0
8.0,6.48052456,13.0
8.0,8.103971287356321,15.0
8.0,7.1488766493860805,18.0
8.0,9.89030176576577,20.0
8.0,8.014496000000001,22.0
8.0,3.086664,25.0
8.0,9.11003261538461,30.0
8.0,9.153658596797671,36.0
8.0,7.72547446105919,38.0
8.0,11.614872216216199,42.0
8.0,11.0899223286908,43.0
8.0,10.748648792270501,48.0
9.0,10.205491321695801,3.0
9.0,12.5492528978495,9.0
9.0,9.10095689247312,10.0
9.0,9.03335856216216,13.0
9.0,10.5065563047619,15.0
9.0,8.883147940860221,18.0
9.0,11.9646868497854,20.0
9.0,10.9188407140865,22.0
9.0,8.99052133333333,25.0
9.0,11.375158930107501,30.0
9.0,10.875589429763599,36.0
9.0,9.11098063448276,38.0
9.0,12.813634339213,42.0
9.0,14.1801688077994,43.0
9.0,12.703137941908698,48.0
10.0,9.90533990275527,3.0
10.0,10.1741369512555,9.0
10.0,7.07249308933718,10.0
10.0,7.264160798825259,13.0
10.0,8.3392062414307,15.0
10.0,7.510585890489909,18.0
10.0,9.552145382716052,20.0
10.0,9.88455110367893,22.0
10.0,8.3666202885906,25.0
10.0,9.635356662790699,30.0
10.0,9.185949085457269,36.0
10.0,7.67413044833068,38.0
10.0,10.424417647743802,42.0
10.0,10.718459515328501,43.0
10.0,9.774436,48.0
11.0,8.14348775625,3.0
11.0,9.097455296572278,9.0
11.0,6.3814565537634405,10.0
11.0,6.13075830014025,13.0
11.0,7.29444125490196,15.0
11.0,6.353834666666669,18.0
11.0,8.25267230434783,20.0
11.0,7.05371670103093,22.0
11.0,7.18261066463415,25.0
11.0,8.21695148280605,30.0
11.0,7.83549812765957,36.0
11.0,6.513973351351349,38.0
11.0,8.44539653517241,42.0
11.0,8.742019577503429,43.0
12.0,7.70159745045045,3.0
12.0,7.40070226771654,9.0
12.0,5.30306023333333,10.0
12.0,5.18891642651297,13.0
12.0,6.37804018343195,15.0
12.0,5.73061633239437,18.0
12.0,7.4283259693356,20.0
12.0,7.144379100591719,22.0
12.0,6.535912908789389,25.0
12.0,7.41681264,30.0
12.0,7.03833728735632,36.0
12.0,5.923797023255809,38.0
12.0,7.43907144868035,42.0
12.0,7.9708979860788896,43.0
1.0,7.59447955,3.0
1.0,9.62254526409496,8.0
1.0,8.526556686868691,9.0
1.0,6.24593098387097,10.0
1.0,6.056757921302579,13.0
1.0,7.00938943776224,15.0
1.0,6.36128453585927,18.0
1.0,7.870446749620639,20.0
1.0,7.5270760307101705,22.0
1.0,6.70660230746706,25.0
1.0,8.42623793103448,30.0
1.0,6.871699559139779,32.0
1.0,7.744286165457179,36.0
1.0,6.39164564464023,38.0
1.0,8.56513031549296,42.0
1.0,8.17044903056768,43.0
2.0,7.16623554166667,3.0
2.0,8.34681480851064,8.0
2.0,7.476637093610701,9.0
2.0,5.30028839270687,10.0
2.0,5.35315728,13.0
2.0,6.99551286356822,15.0
2.0,5.9970297752809,18.0
2.0,6.693121504332759,20.0
2.0,5.678945883008361,22.0
2.0,6.66776121231767,25.0
2.0,7.01368396590909,30.0
2.0,5.88857237746479,32.0
2.0,6.05323941566265,36.0
2.0,6.198285377151801,38.0
2.0,7.16012512727273,42.0
2.0,7.830561824046919,43.0
3.0,7.06112376371308,3.0
3.0,7.88008024501424,8.0
3.0,7.25818061924686,9.0
3.0,4.5448417948016395,10.0
3.0,4.98691369931035,13.0
3.0,6.4427304289693605,15.0
3.0,5.8029840108254405,18.0
3.0,6.6133017371048295,20.0
3.0,6.72678882022472,22.0
3.0,6.14938116853933,25.0
3.0,6.52630927717391,30.0
3.0,6.011605766937669,32.0
3.0,6.95750327659574,36.0
3.0,6.12573987878788,38.0
3.0,7.30698338764045,42.0
3.0,7.7972818208955195,43.0
4.0,6.652932132564841,3.0
4.0,8.597949860724231,8.0
4.0,6.9405099397781305,9.0
4.0,3.95859126344086,10.0
4.0,4.57055239942939,13.0
4.0,5.64887860615883,15.0
4.0,5.53821195061728,18.0
4.0,6.524295181328549,20.0
4.0,6.00952493532338,22.0
4.0,5.82314506666667,25.0
4.0,6.290344388349509,30.0
4.0,6.046230070588241,32.0
4.0,6.681187116799999,36.0
4.0,5.3856127352445196,38.0
4.0,7.05411848484848,42.0
4.0,7.440025018867919,43.0
4.0,6.477122228412259,48.0
5.0,8.77429200573066,3.0
5.0,8.71414567324955,9.0
5.0,5.6688870777777804,10.0
5.0,6.099836,13.0
5.0,7.63459212407681,15.0
5.0,6.464509084269661,18.0
5.0,7.95049818181818,20.0
5.0,6.986063058823531,22.0
5.0,6.909199352750809,25.0
5.0,8.066366314606741,30.0
5.0,7.36985998881119,32.0
5.0,7.884153395348839,36.0
5.0,6.81836163076923,38.0
5.0,9.17633063623395,42.0
5.0,9.56509515151515,43.0
5.0,8.5629544742268,48.0
6.0,9.41360063098591,3.0
6.0,12.089433999999999,8.0
6.0,10.5240956297335,9.0
6.0,5.750847779569889,10.0
6.0,6.075201234221599,13.0
6.0,7.75006545454545,15.0
6.0,6.86726207692308,18.0
6.0,9.70069613490725,20.0
6.0,8.1116795,22.0
6.0,7.003390345945951,25.0
6.0,8.08593213150685,30.0
6.0,8.1545686196319,32.0
6.0,8.88612281395349,36.0
6.0,7.441064999999999,38.0
6.0,11.078711395480198,42.0
6.0,13.1496905365854,43.0
6.0,9.64753474741507,48.0
7.0,9.354331300859599,3.0
7.0,11.9883825,8.0
7.0,9.93340239130435,9.0
7.0,5.465252994444441,10.0
7.0,5.90677283599419,13.0
7.0,7.415953478510031,15.0
7.0,7.028815994405591,18.0
7.0,8.29071417777778,20.0
7.0,7.8410391645207405,22.0
7.0,6.70574758069884,25.0
7.0,8.092489922222219,30.0
7.0,7.869881746913579,32.0
7.0,8.75016184753363,36.0
7.0,7.12313100152207,38.0
7.0,11.062255116279099,42.0
7.0,10.2084256,43.0
7.0,9.046552468085109,48.0
8.0,7.202216,3.0
8.0,11.2214816898396,8.0
8.0,10.0674827910864,9.0
8.0,4.17432584408602,10.0
8.0,4.55660678601399,13.0
8.0,6.131257256814919,15.0
8.0,5.440016580027361,18.0
8.0,2.57222,20.0
8.0,6.536635909604519,22.0
8.0,5.33823055533981,25.0
8.0,8.745548,30.0
8.0,6.1267792449298,32.0
8.0,6.98005394871795,36.0
8.0,5.50401412220566,38.0
8.0,6.173328,42.0
8.0,7.202216,43.0
8.0,7.202216,48.0
9.0,8.96541410788382,3.0
9.0,10.2932458613861,9.0
9.0,6.55224643010753,10.0
9.0,6.48255281953867,13.0
9.0,7.46607598709677,15.0
9.0,6.52761490566038,18.0
9.0,7.939684855491331,20.0
9.0,9.529462666666669,22.0
9.0,6.75778043425076,25.0
9.0,9.14505565545088,30.0
9.0,7.292659741209559,32.0
9.0,7.977339284946241,36.0
9.0,6.71686258333333,38.0
9.0,9.357029980582519,42.0
9.0,10.7387663215686,43.0
9.0,7.732039491778769,48.0
10.0,8.70898852791878,3.0
10.0,10.0499006950355,9.0
10.0,5.13908120833333,10.0
10.0,5.583137644171781,13.0
10.0,6.675752280373829,18.0
10.0,8.267039426470589,20.0
10.0,0.0,22.0
10.0,7.20021037037037,25.0
10.0,7.96594304938272,30.0
10.0,7.22757591549296,32.0
10.0,7.84310583164983,36.0
10.0,6.67614109217391,38.0
10.0,8.552531801550389,42.0
10.0,9.800594169491529,43.0
10.0,5.366046646153849,48.0
11.0,8.10435692753623,3.0
11.0,9.93188924118477,8.0
11.0,8.31781623229462,9.0
11.0,5.64159757526882,10.0
11.0,5.54854160795455,13.0
11.0,6.5291457029702995,15.0
11.0,6.179803518881121,18.0
11.0,7.71904536630603,20.0
11.0,2.33643316666667,22.0
11.0,6.2480971121643,25.0
11.0,7.77565917202797,30.0
11.0,6.544996792951539,32.0
11.0,7.885087556164381,36.0
11.0,6.2723488,38.0
11.0,7.67296749589041,42.0
11.0,8.61801174373259,43.0
11.0,6.7759847040971195,48.0
12.0,9.71863449628529,3.0
12.0,12.174170383601801,8.0
12.0,10.0455028101983,9.0
12.0,8.42116247777778,10.0
12.0,7.645329529411759,13.0
12.0,8.89452725791855,15.0
12.0,8.47395605586592,18.0
12.0,9.51114386430678,20.0
12.0,5.60172355555556,22.0
12.0,8.14193370666667,25.0
12.0,9.60510715202232,30.0
12.0,9.50930527086384,32.0
12.0,10.0923909722222,36.0
12.0,8.44138767883212,38.0
12.0,10.486461621621599,42.0
12.0,11.116597361194,43.0
12.0,9.06569555364807,48.0
1.0,7.4627357179487195,3.0
1.0,10.0960534377622,8.0
1.0,9.409959070110698,9.0
1.0,6.27428072043011,10.0
1.0,5.827507311111111,13.0
1.0,6.839079058823531,15.0
1.0,6.61288015238095,18.0
1.0,7.398121211394299,20.0
1.0,6.46172842424242,25.0
1.0,7.864830950201879,30.0
1.0,7.14587919308357,32.0
1.0,7.859730224852071,36.0
1.0,6.7172768764705895,38.0
1.0,8.73976773033708,42.0
1.0,8.387991177304961,43.0
1.0,6.90236051933702,48.0
2.0,10.4809390933333,8.0
2.0,8.45470731914894,9.0
2.0,5.720331477777781,10.0
2.0,5.68077523404255,13.0
2.0,7.21793052733119,15.0
2.0,6.527706211287991,18.0
2.0,7.86375758887172,20.0
2.0,6.52715733539413,25.0
2.0,7.342973594444441,30.0
2.0,7.3235259388646305,32.0
2.0,7.36050646153846,36.0
2.0,6.7984942079063,38.0
2.0,9.791291002849,42.0
2.0,9.623771823975721,43.0
2.0,7.9037305454545494,48.0
3.0,9.25908308833922,9.0
3.0,4.927322505376339,10.0
3.0,5.52829988842399,13.0
3.0,7.02878324324324,15.0
3.0,6.2070620327868795,18.0
3.0,7.75740013043478,20.0
3.0,6.184921104225349,25.0
3.0,9.748830190045249,27.0
3.0,7.262616307692309,30.0
3.0,6.79320311046512,32.0
3.0,7.199416304761901,36.0
3.0,6.73309746255507,38.0
3.0,9.42741883727399,42.0
3.0,9.253858539493288,43.0
3.0,8.14003782608696,48.0
4.0,9.9932347966805,9.0
4.0,6.0841300483871,10.0
4.0,6.505295274215549,13.0
4.0,7.9006080771513405,15.0
4.0,7.508101621621621,18.0
4.0,9.03962568955224,20.0
4.0,6.59515651437216,25.0
4.0,11.7023660521262,27.0
4.0,8.37650539973082,30.0
4.0,8.36299403399433,32.0
4.0,9.228876435483869,36.0
4.0,7.961701571030639,38.0
4.0,11.7806970315501,42.0
4.0,11.595416452941198,43.0
4.0,9.46821933333333,48.0
5.0,8.39273951515151,9.0
5.0,3.84332538333333,10.0
5.0,4.78731148405797,13.0
5.0,6.90421490243902,15.0
5.0,5.63729373082489,18.0
5.0,7.093391307692309,20.0
5.0,5.257297915904941,25.0
5.0,8.55995744303798,27.0
5.0,6.544910973352031,30.0
5.0,6.73558607228916,32.0
5.0,6.519172705882349,36.0
5.0,5.98433127512356,38.0
5.0,8.31525687654321,42.0
5.0,8.56907716385911,43.0
5.0,6.977644470588241,48.0
6.0,8.98851947368421,9.0
6.0,4.39697499462366,10.0
6.0,4.482799595375719,13.0
6.0,6.305019502994009,15.0
6.0,5.05834937142857,18.0
6.0,6.595745360703809,20.0
6.0,4.75603478,25.0
6.0,9.763658541899439,27.0
6.0,6.88300421052632,30.0
6.0,6.08973085,32.0
6.0,7.193602782343991,36.0
6.0,5.56679763855422,38.0
6.0,8.59896287109905,42.0
6.0,8.2046508579161,43.0
6.0,6.68427713586957,48.0
7.0,10.1767466156406,9.0
7.0,6.38696516111111,10.0
7.0,6.3792521652421605,13.0
7.0,8.44105075542692,15.0
7.0,6.68415425035162,18.0
7.0,7.5594239811912205,20.0
7.0,5.94810292084006,25.0
7.0,11.662757033973401,27.0
7.0,8.84800083050848,30.0
7.0,7.5199378634294405,32.0
7.0,8.19992557575758,36.0
7.0,6.231121550632911,38.0
7.0,9.42015605738881,42.0
7.0,9.21792125681492,43.0
7.0,7.9508471940298495,48.0
8.0,11.9726451810585,9.0
8.0,7.58507432380952,10.0
8.0,7.30162882702703,13.0
8.0,8.513377799725651,15.0
8.0,7.47616788617886,18.0
8.0,9.57758616216216,20.0
8.0,6.32413970833333,25.0
8.0,12.8949264547945,27.0
8.0,9.15005602191781,30.0
8.0,8.65907450712251,32.0
8.0,9.42820462756598,36.0
8.0,8.167537643678159,38.0
8.0,11.396644759837198,42.0
8.0,11.047345980582499,43.0
8.0,8.9922854076087,48.0
9.0,12.8956844705882,9.0
9.0,9.142127471698108,10.0
9.0,8.50325251282051,13.0
9.0,9.688424858044161,15.0
9.0,8.64908975,18.0
9.0,11.4056365372263,20.0
9.0,7.91015932930514,25.0
9.0,14.821449015781901,27.0
9.0,11.181282857142902,30.0
9.0,10.3847078039216,32.0
9.0,10.445076089136501,36.0
9.0,9.08155547972028,38.0
9.0,11.8413306528804,42.0
9.0,12.390846489465199,43.0
9.0,11.322280666666698,48.0
10.0,11.288167055555599,9.0
10.0,7.2323864,10.0
10.0,7.322176035874441,13.0
10.0,9.584057875,15.0
10.0,7.923205426865669,18.0
10.0,9.35813208615385,20.0
10.0,7.56383004545455,25.0
10.0,19.034428,27.0
10.0,9.490494815503881,30.0
10.0,9.64825162264151,32.0
10.0,10.0873696774194,36.0
10.0,7.6014459791666695,38.0
10.0,10.317807702127698,42.0
10.0,10.5900374347826,43.0
10.0,8.98726511901082,48.0
11.0,9.75094886597938,9.0
11.0,7.00259169401947,10.0
11.0,6.96334227187079,13.0
11.0,8.566831167369902,15.0
11.0,8.06567221166893,18.0
11.0,9.18330469565217,20.0
11.0,6.761723325,25.0
11.0,10.0614098857979,27.0
11.0,8.575935673024519,30.0
11.0,8.82936191011236,32.0
11.0,9.444882400000001,36.0
11.0,8.265301144508669,38.0
11.0,9.305511623595509,42.0
11.0,7.9159792121212105,43.0
11.0,8.86471299435028,48.0
12.0,10.069584163503599,9.0
12.0,6.70770024677188,10.0
12.0,7.0152771943662,13.0
12.0,8.257359515151519,15.0
12.0,6.9743804344146705,18.0
12.0,8.208943335384621,20.0
12.0,6.305134304347829,25.0
12.0,10.16688328,27.0
12.0,8.77965077574048,30.0
12.0,8.55861561595273,32.0
12.0,8.764122901098899,36.0
12.0,7.58107611445783,38.0
12.0,9.751411932867132,42.0
12.0,9.313562201652891,43.0
12.0,8.651808204081629,48.0
1.0,9.513930314893619,9.0
1.0,7.71876837704918,10.0
1.0,7.77026241948579,13.0
1.0,7.24286688828338,18.0
1.0,8.28149544444444,20.0
1.0,6.7426262593659905,25.0
1.0,9.922321128065391,27.0
1.0,8.379474641509429,30.0
1.0,8.77683667326733,32.0
1.0,8.225307447887321,38.0
1.0,10.459421709589,42.0
1.0,10.734583637931,43.0
1.0,9.26070650555556,48.0
2.0,5.77393771509971,10.0
2.0,6.512426298591549,13.0
2.0,7.932394580645161,15.0
2.0,5.61026940479549,18.0
2.0,7.17514,20.0
2.0,6.445397447737911,25.0
2.0,9.48923546666667,27.0
2.0,8.189686898305089,30.0
2.0,7.49880481426449,32.0
2.0,6.5245424000000005,38.0
2.0,8.43658380318379,42.0
2.0,8.2437971030479,43.0
2.0,7.312614931386861,48.0
3.0,4.96744248391608,10.0
3.0,5.91331010869565,13.0
3.0,6.6848026262626306,15.0
3.0,4.896744740740741,18.0
3.0,6.44083888,20.0
3.0,5.71954232238806,25.0
3.0,7.474196639344259,27.0
3.0,6.72273421359223,30.0
3.0,6.4921170866373,32.0
3.0,5.96379533430657,38.0
3.0,8.27940332751092,42.0
3.0,7.92328675103164,43.0
3.0,7.47465394929577,48.0
4.0,5.33228677178423,10.0
4.0,6.0498332126200305,13.0
4.0,7.1067596770538195,15.0
4.0,5.31447423347398,18.0
4.0,7.101719962790701,20.0
4.0,5.58179854258675,25.0
4.0,8.636763798090039,27.0
4.0,7.65095655434783,30.0
4.0,7.40894042944785,32.0
4.0,6.323632421686749,38.0
4.0,9.02349066111111,42.0
4.0,8.44212063366337,43.0
4.0,8.02639975558867,48.0
5.0,3.9900422581560298,10.0
5.0,5.0265158739255,13.0
5.0,6.230573252225519,15.0
5.0,4.44458724873096,18.0
5.0,6.4092955682968,20.0
5.0,5.05027394990366,25.0
5.0,8.46701332,27.0
5.0,6.512325780346821,30.0
5.0,6.26036123953099,32.0
5.0,4.99491302422145,38.0
5.0,7.58351905666156,42.0
5.0,6.69624338323353,43.0
5.0,6.8374779259259295,48.0
6.0,5.281438673913041,10.0
6.0,6.03982419021739,13.0
6.0,7.33406609185185,15.0
6.0,5.689460166419019,18.0
6.0,7.89089384269663,20.0
6.0,5.86853754794521,25.0
6.0,10.7336008205128,27.0
6.0,7.34617563786008,30.0
6.0,7.2951878072289205,32.0
6.0,6.4791495483871,38.0
6.0,9.537000307692312,42.0
6.0,8.77547410526316,43.0
6.0,7.99466037883008,48.0
7.0,7.46412788218794,10.0
7.0,7.6649241303116105,13.0
7.0,8.77553800896861,15.0
7.0,6.34552383888889,18.0
7.0,10.158336614357301,20.0
7.0,7.03335938095238,25.0
7.0,12.1609864821683,27.0
7.0,10.73056692,29.0
7.0,8.83646267241379,30.0
7.0,9.043218650381679,32.0
7.0,8.2537426585736,38.0
7.0,12.257316955137501,42.0
7.0,10.959238945827199,43.0
7.0,10.0077215361891,48.0
8.0,8.90517899728997,10.0
8.0,8.49078913816689,13.0
8.0,10.5932327391304,15.0
8.0,7.3702400483871,18.0
8.0,10.1292249655172,20.0
8.0,7.80500676595745,25.0
8.0,11.412515530695801,27.0
8.0,10.884552000000001,29.0
8.0,10.843864423912999,30.0
8.0,10.147573493562199,32.0
8.0,9.18073386590585,38.0
8.0,11.6621362513661,42.0
8.0,11.333378714482802,43.0
8.0,10.609248038835,48.0
9.0,4.79271378453039,10.0
9.0,5.86210359116022,13.0
9.0,7.21584365562914,15.0
9.0,5.73268306963788,18.0
9.0,6.977199030894309,20.0
9.0,5.96592011971831,25.0
9.0,8.31609909565217,27.0
9.0,7.35732121691678,29.0
9.0,8.771680859216259,30.0
9.0,7.32854150565428,32.0
9.0,6.4524697878260895,38.0
9.0,8.25307061707989,42.0
9.0,7.71966405255474,43.0
9.0,7.31111290510949,48.0
10.0,5.826001287425151,10.0
10.0,6.4535021169230795,13.0
10.0,7.53586219354839,15.0
10.0,6.00949737230769,18.0
10.0,7.57836860215054,20.0
10.0,5.70427611764706,25.0
10.0,7.8269567936,27.0
10.0,7.78897800638978,29.0
10.0,8.81530311864407,30.0
10.0,7.40908816170213,32.0
10.0,6.605870467661691,38.0
10.0,7.7641471384615395,42.0
10.0,8.43704701607717,43.0
10.0,7.48578757073171,48.0
11.0,6.94287984657534,10.0
11.0,7.67660083606557,13.0
11.0,8.671836620895519,15.0
11.0,7.1558883817204295,18.0
11.0,9.556665226993859,20.0
11.0,7.09948404268293,25.0
11.0,11.186148555555599,27.0
11.0,8.94782598095238,29.0
11.0,9.24940673251029,30.0
11.0,9.35561631700288,32.0
11.0,8.0912769244186,38.0
11.0,9.804491831521739,42.0
